"month","lat","n"
1965-11-01,0.5,2
1965-11-01,8,4
1965-11-01,8.5,66
1965-11-01,9,274
1965-11-01,9.5,596
1965-11-01,10,1056
1965-11-01,10.5,1392
1965-11-01,11,2204
1965-11-01,11.5,1174
1965-11-01,12,567
1965-11-01,12.5,248
1965-11-01,13,345
1965-11-01,13.5,1028
1965-11-01,14,936
1965-11-01,14.5,413
1965-11-01,15,424
1965-11-01,15.5,1314
1965-11-01,16,672
1965-11-01,16.5,443
1965-11-01,17,280
1965-11-01,17.5,502
1965-11-01,18,1268
1965-11-01,18.5,709
1965-11-01,19,1023
1965-11-01,19.5,803
1965-11-01,20,254
1965-11-01,20.5,93
1965-11-01,21,209
1965-11-01,21.5,363
1965-11-01,22,255
1965-11-01,22.5,1
1965-11-01,23,2
1965-11-01,27,1
1965-11-01,28,3
1965-11-01,135.5,2
1965-12-01,0,2
1965-12-01,0.5,4
1965-12-01,8,8
1965-12-01,8.5,4
1965-12-01,9,328
1965-12-01,9.5,755
1965-12-01,10,1428
1965-12-01,10.5,1833
1965-12-01,11,2250
1965-12-01,11.5,1075
1965-12-01,12,269
1965-12-01,12.5,220
1965-12-01,13,238
1965-12-01,13.5,1093
1965-12-01,14,962
1965-12-01,14.5,415
1965-12-01,15,431
1965-12-01,15.5,1415
1965-12-01,16,653
1965-12-01,16.5,363
1965-12-01,17,145
1965-12-01,17.5,327
1965-12-01,18,1118
1965-12-01,18.5,724
1965-12-01,19,514
1965-12-01,19.5,625
1965-12-01,20,315
1965-12-01,20.5,187
1965-12-01,21,578
1965-12-01,21.5,500
1965-12-01,22,214
1965-12-01,22.5,9
1966-01-01,0,2
1966-01-01,0.5,4
1966-01-01,8.5,58
1966-01-01,9,507
1966-01-01,9.5,939
1966-01-01,10,1158
1966-01-01,10.5,2106
1966-01-01,11,2559
1966-01-01,11.5,1385
1966-01-01,12,415
1966-01-01,12.5,98
1966-01-01,13,234
1966-01-01,13.5,410
1966-01-01,14,845
1966-01-01,14.5,382
1966-01-01,15,785
1966-01-01,15.5,2119
1966-01-01,16,848
1966-01-01,16.5,159
1966-01-01,17,255
1966-01-01,17.5,458
1966-01-01,18,575
1966-01-01,18.5,276
1966-01-01,19,303
1966-01-01,19.5,196
1966-01-01,20,176
1966-01-01,20.5,76
1966-01-01,21,411
1966-01-01,21.5,478
1966-01-01,22,216
1966-01-01,22.5,4
1966-02-01,0.5,6
1966-02-01,1,1
1966-02-01,6.5,2
1966-02-01,7,1
1966-02-01,8.5,4
1966-02-01,9,257
1966-02-01,9.5,658
1966-02-01,10,893
1966-02-01,10.5,1631
1966-02-01,11,2378
1966-02-01,11.5,1054
1966-02-01,12,235
1966-02-01,12.5,184
1966-02-01,13,566
1966-02-01,13.5,294
1966-02-01,14,586
1966-02-01,14.5,576
1966-02-01,15,1007
1966-02-01,15.5,996
1966-02-01,16,1082
1966-02-01,16.5,389
1966-02-01,17,260
1966-02-01,17.5,136
1966-02-01,18,254
1966-02-01,18.5,131
1966-02-01,19,167
1966-02-01,19.5,126
1966-02-01,20,84
1966-02-01,20.5,43
1966-02-01,21,35
1966-02-01,21.5,59
1966-02-01,22,16
1966-02-01,22.5,1
1966-03-01,0,2
1966-03-01,7.5,1
1966-03-01,8,3
1966-03-01,8.5,6
1966-03-01,9,393
1966-03-01,9.5,706
1966-03-01,10,1097
1966-03-01,10.5,1627
1966-03-01,11,2117
1966-03-01,11.5,691
1966-03-01,12,234
1966-03-01,12.5,203
1966-03-01,13,877
1966-03-01,13.5,364
1966-03-01,14,627
1966-03-01,14.5,1066
1966-03-01,15,1276
1966-03-01,15.5,1527
1966-03-01,16,687
1966-03-01,16.5,313
1966-03-01,17,460
1966-03-01,17.5,451
1966-03-01,18,714
1966-03-01,18.5,478
1966-03-01,19,407
1966-03-01,19.5,203
1966-03-01,20,160
1966-03-01,20.5,83
1966-03-01,21,50
1966-03-01,21.5,141
1966-03-01,22,15
1966-03-01,23,1
1966-03-01,26,2
1966-03-01,135.5,3
1966-04-01,0,2
1966-04-01,0.5,3
1966-04-01,6.5,3
1966-04-01,8.5,34
1966-04-01,9,298
1966-04-01,9.5,645
1966-04-01,10,1212
1966-04-01,10.5,2038
1966-04-01,11,2724
1966-04-01,11.5,1286
1966-04-01,12,422
1966-04-01,12.5,422
1966-04-01,13,1614
1966-04-01,13.5,734
1966-04-01,14,780
1966-04-01,14.5,767
1966-04-01,15,1579
1966-04-01,15.5,1611
1966-04-01,16,1283
1966-04-01,16.5,772
1966-04-01,17,490
1966-04-01,17.5,443
1966-04-01,18,1777
1966-04-01,18.5,680
1966-04-01,19,419
1966-04-01,19.5,446
1966-04-01,20,252
1966-04-01,20.5,53
1966-04-01,21,152
1966-04-01,21.5,259
1966-04-01,22,123
1966-04-01,22.5,1
1966-04-01,24,4
1966-04-01,135.5,4
1966-05-01,0,1
1966-05-01,0.5,8
1966-05-01,8.5,17
1966-05-01,9,534
1966-05-01,9.5,1059
1966-05-01,10,1497
1966-05-01,10.5,3669
1966-05-01,11,3646
1966-05-01,11.5,2787
1966-05-01,12,840
1966-05-01,12.5,622
1966-05-01,13,832
1966-05-01,13.5,909
1966-05-01,14,1379
1966-05-01,14.5,1016
1966-05-01,15,2360
1966-05-01,15.5,1662
1966-05-01,16,2195
1966-05-01,16.5,2230
1966-05-01,17,1495
1966-05-01,17.5,1374
1966-05-01,18,2953
1966-05-01,18.5,1497
1966-05-01,19,1344
1966-05-01,19.5,820
1966-05-01,20,304
1966-05-01,20.5,109
1966-05-01,21,294
1966-05-01,21.5,356
1966-05-01,22,205
1966-05-01,22.5,11
1966-05-01,24,1
1966-06-01,0,3
1966-06-01,8.5,42
1966-06-01,9,248
1966-06-01,9.5,318
1966-06-01,10,1053
1966-06-01,10.5,1943
1966-06-01,11,1978
1966-06-01,11.5,1259
1966-06-01,12,550
1966-06-01,12.5,450
1966-06-01,13,414
1966-06-01,13.5,391
1966-06-01,14,944
1966-06-01,14.5,324
1966-06-01,15,865
1966-06-01,15.5,919
1966-06-01,16,763
1966-06-01,16.5,893
1966-06-01,17,490
1966-06-01,17.5,1144
1966-06-01,18,870
1966-06-01,18.5,670
1966-06-01,19,707
1966-06-01,19.5,630
1966-06-01,20,296
1966-06-01,20.5,115
1966-06-01,21,190
1966-06-01,21.5,259
1966-06-01,22,115
1966-06-01,22.5,4
1966-07-01,0,2
1966-07-01,8.5,23
1966-07-01,9,260
1966-07-01,9.5,393
1966-07-01,10,803
1966-07-01,10.5,1712
1966-07-01,11,2067
1966-07-01,11.5,1291
1966-07-01,12,475
1966-07-01,12.5,257
1966-07-01,13,705
1966-07-01,13.5,760
1966-07-01,14,589
1966-07-01,14.5,605
1966-07-01,15,930
1966-07-01,15.5,1452
1966-07-01,16,651
1966-07-01,16.5,1054
1966-07-01,17,1242
1966-07-01,17.5,3611
1966-07-01,18,1814
1966-07-01,18.5,712
1966-07-01,19,657
1966-07-01,19.5,671
1966-07-01,20,428
1966-07-01,20.5,109
1966-07-01,21,169
1966-07-01,21.5,286
1966-07-01,22,37
1966-07-01,22.5,9
1966-07-01,24,1
1966-08-01,0,4
1966-08-01,6.5,4
1966-08-01,8.5,32
1966-08-01,9,198
1966-08-01,9.5,348
1966-08-01,10,906
1966-08-01,10.5,1880
1966-08-01,11,2515
1966-08-01,11.5,1475
1966-08-01,12,435
1966-08-01,12.5,193
1966-08-01,13,641
1966-08-01,13.5,505
1966-08-01,14,583
1966-08-01,14.5,554
1966-08-01,15,593
1966-08-01,15.5,1599
1966-08-01,16,633
1966-08-01,16.5,1367
1966-08-01,17,3982
1966-08-01,17.5,3498
1966-08-01,18,3341
1966-08-01,18.5,975
1966-08-01,19,793
1966-08-01,19.5,860
1966-08-01,20,427
1966-08-01,20.5,291
1966-08-01,21,413
1966-08-01,21.5,567
1966-08-01,22,175
1966-08-01,22.5,2
1966-09-01,0,3
1966-09-01,0.5,3
1966-09-01,7.5,3
1966-09-01,8.5,51
1966-09-01,9,92
1966-09-01,9.5,436
1966-09-01,10,881
1966-09-01,10.5,2185
1966-09-01,11,2708
1966-09-01,11.5,1396
1966-09-01,12,500
1966-09-01,12.5,203
1966-09-01,13,413
1966-09-01,13.5,854
1966-09-01,14,631
1966-09-01,14.5,449
1966-09-01,15,782
1966-09-01,15.5,1943
1966-09-01,16,1041
1966-09-01,16.5,1284
1966-09-01,17,4178
1966-09-01,17.5,2728
1966-09-01,18,2958
1966-09-01,18.5,856
1966-09-01,19,797
1966-09-01,19.5,1550
1966-09-01,20,832
1966-09-01,20.5,491
1966-09-01,21,862
1966-09-01,21.5,426
1966-09-01,22,84
1966-09-01,22.5,2
1966-09-01,25,1
1966-10-01,0,5
1966-10-01,0.5,10
1966-10-01,8.5,7
1966-10-01,9,128
1966-10-01,9.5,208
1966-10-01,10,708
1966-10-01,10.5,1572
1966-10-01,11,2366
1966-10-01,11.5,1279
1966-10-01,12,356
1966-10-01,12.5,333
1966-10-01,13,240
1966-10-01,13.5,772
1966-10-01,14,772
1966-10-01,14.5,693
1966-10-01,15,1211
1966-10-01,15.5,1583
1966-10-01,16,1396
1966-10-01,16.5,1122
1966-10-01,17,5036
1966-10-01,17.5,2297
1966-10-01,18,2831
1966-10-01,18.5,1455
1966-10-01,19,1348
1966-10-01,19.5,2202
1966-10-01,20,1494
1966-10-01,20.5,550
1966-10-01,21,627
1966-10-01,21.5,620
1966-10-01,22,348
1966-10-01,22.5,3
1966-10-01,23.5,2
1966-10-01,24,6
1966-10-01,24.5,2
1966-11-01,6.5,10
1966-11-01,7,16
1966-11-01,7.5,4
1966-11-01,8,6
1966-11-01,9,88
1966-11-01,9.5,448
1966-11-01,10,1021
1966-11-01,10.5,1389
1966-11-01,11,2408
1966-11-01,11.5,1441
1966-11-01,12,276
1966-11-01,12.5,370
1966-11-01,13,193
1966-11-01,13.5,449
1966-11-01,14,1311
1966-11-01,14.5,744
1966-11-01,15,1147
1966-11-01,15.5,1508
1966-11-01,16,819
1966-11-01,16.5,1274
1966-11-01,17,5207
1966-11-01,17.5,2404
1966-11-01,18,1621
1966-11-01,18.5,609
1966-11-01,19,835
1966-11-01,19.5,1742
1966-11-01,20,1037
1966-11-01,20.5,605
1966-11-01,21,570
1966-11-01,21.5,373
1966-11-01,22,242
1966-11-01,22.5,6
1966-12-01,0.5,6
1966-12-01,6.5,37
1966-12-01,7,5
1966-12-01,8,3
1966-12-01,8.5,4
1966-12-01,9,138
1966-12-01,9.5,491
1966-12-01,10,960
1966-12-01,10.5,1712
1966-12-01,11,2760
1966-12-01,11.5,3019
1966-12-01,12,375
1966-12-01,12.5,405
1966-12-01,13,181
1966-12-01,13.5,375
1966-12-01,14,2030
1966-12-01,14.5,724
1966-12-01,15,1331
1966-12-01,15.5,1561
1966-12-01,16,967
1966-12-01,16.5,1527
1966-12-01,17,3478
1966-12-01,17.5,1513
1966-12-01,18,1266
1966-12-01,18.5,759
1966-12-01,19,780
1966-12-01,19.5,1560
1966-12-01,20,863
1966-12-01,20.5,355
1966-12-01,21,425
1966-12-01,21.5,602
1966-12-01,22,183
1966-12-01,22.5,9
1966-12-01,23,1
1966-12-01,25,3
1967-01-01,0.5,1
1967-01-01,6.5,4
1967-01-01,7,1
1967-01-01,8,5
1967-01-01,8.5,2
1967-01-01,9,210
1967-01-01,9.5,399
1967-01-01,10,772
1967-01-01,10.5,2109
1967-01-01,11,2557
1967-01-01,11.5,1455
1967-01-01,12,255
1967-01-01,12.5,216
1967-01-01,13,220
1967-01-01,13.5,347
1967-01-01,14,1551
1967-01-01,14.5,969
1967-01-01,15,1651
1967-01-01,15.5,1731
1967-01-01,16,1303
1967-01-01,16.5,1742
1967-01-01,17,3659
1967-01-01,17.5,1479
1967-01-01,18,1135
1967-01-01,18.5,424
1967-01-01,19,518
1967-01-01,19.5,796
1967-01-01,20,403
1967-01-01,20.5,347
1967-01-01,21,632
1967-01-01,21.5,543
1967-01-01,22,206
1967-01-01,22.5,4
1967-02-01,0.5,2
1967-02-01,8.5,9
1967-02-01,9,137
1967-02-01,9.5,559
1967-02-01,10,1017
1967-02-01,10.5,1572
1967-02-01,11,3641
1967-02-01,11.5,1985
1967-02-01,12,423
1967-02-01,12.5,398
1967-02-01,13,137
1967-02-01,13.5,118
1967-02-01,14,1129
1967-02-01,14.5,724
1967-02-01,15,1865
1967-02-01,15.5,1556
1967-02-01,16,1649
1967-02-01,16.5,2255
1967-02-01,17,2907
1967-02-01,17.5,1062
1967-02-01,18,730
1967-02-01,18.5,449
1967-02-01,19,638
1967-02-01,19.5,1414
1967-02-01,20,1324
1967-02-01,20.5,713
1967-02-01,21,421
1967-02-01,21.5,702
1967-02-01,22,180
1967-02-01,22.5,7
1967-02-01,24,1
1967-03-01,8.5,4
1967-03-01,9,139
1967-03-01,9.5,572
1967-03-01,10,744
1967-03-01,10.5,1223
1967-03-01,11,2160
1967-03-01,11.5,2687
1967-03-01,12,399
1967-03-01,12.5,213
1967-03-01,13,136
1967-03-01,13.5,218
1967-03-01,14,1439
1967-03-01,14.5,988
1967-03-01,15,2705
1967-03-01,15.5,1573
1967-03-01,16,1282
1967-03-01,16.5,1584
1967-03-01,17,3707
1967-03-01,17.5,1564
1967-03-01,18,1243
1967-03-01,18.5,516
1967-03-01,19,577
1967-03-01,19.5,822
1967-03-01,20,659
1967-03-01,20.5,435
1967-03-01,21,411
1967-03-01,21.5,347
1967-03-01,22,127
1967-03-01,22.5,3
1967-03-01,23,2
1967-04-01,0,1
1967-04-01,0.5,3
1967-04-01,8.5,12
1967-04-01,9,243
1967-04-01,9.5,495
1967-04-01,10,1099
1967-04-01,10.5,1767
1967-04-01,11,2197
1967-04-01,11.5,2986
1967-04-01,12,602
1967-04-01,12.5,395
1967-04-01,13,204
1967-04-01,13.5,262
1967-04-01,14,1368
1967-04-01,14.5,1016
1967-04-01,15,2145
1967-04-01,15.5,1724
1967-04-01,16,1465
1967-04-01,16.5,1530
1967-04-01,17,5374
1967-04-01,17.5,2217
1967-04-01,18,1509
1967-04-01,18.5,987
1967-04-01,19,945
1967-04-01,19.5,905
1967-04-01,20,637
1967-04-01,20.5,576
1967-04-01,21,602
1967-04-01,21.5,497
1967-04-01,22,156
1967-04-01,22.5,1
1967-05-01,0.5,2
1967-05-01,1,3
1967-05-01,8,5
1967-05-01,8.5,10
1967-05-01,9,184
1967-05-01,9.5,498
1967-05-01,10,961
1967-05-01,10.5,1913
1967-05-01,11,2574
1967-05-01,11.5,2142
1967-05-01,12,567
1967-05-01,12.5,307
1967-05-01,13,245
1967-05-01,13.5,658
1967-05-01,14,1174
1967-05-01,14.5,1080
1967-05-01,15,1924
1967-05-01,15.5,1968
1967-05-01,16,2207
1967-05-01,16.5,2571
1967-05-01,17,3980
1967-05-01,17.5,2487
1967-05-01,18,2076
1967-05-01,18.5,1077
1967-05-01,19,1221
1967-05-01,19.5,1519
1967-05-01,20,660
1967-05-01,20.5,576
1967-05-01,21,1147
1967-05-01,21.5,649
1967-05-01,22,122
1967-05-01,22.5,1
1967-05-01,23,1
1967-06-01,8.5,10
1967-06-01,9,207
1967-06-01,9.5,909
1967-06-01,10,1775
1967-06-01,10.5,3304
1967-06-01,11,4963
1967-06-01,11.5,2973
1967-06-01,12,899
1967-06-01,12.5,451
1967-06-01,13,739
1967-06-01,13.5,1531
1967-06-01,14,2078
1967-06-01,14.5,2568
1967-06-01,15,3425
1967-06-01,15.5,4149
1967-06-01,16,4215
1967-06-01,16.5,7262
1967-06-01,17,11172
1967-06-01,17.5,4002
1967-06-01,18,4284
1967-06-01,18.5,2297
1967-06-01,19,3092
1967-06-01,19.5,3060
1967-06-01,20,1881
1967-06-01,20.5,936
1967-06-01,21,1672
1967-06-01,21.5,1217
1967-06-01,22,256
1967-06-01,22.5,4
1967-06-01,23,1
1967-07-01,8,3
1967-07-01,8.5,21
1967-07-01,9,71
1967-07-01,9.5,329
1967-07-01,10,942
1967-07-01,10.5,1718
1967-07-01,11,1952
1967-07-01,11.5,1883
1967-07-01,12,502
1967-07-01,12.5,366
1967-07-01,13,314
1967-07-01,13.5,585
1967-07-01,14,914
1967-07-01,14.5,1207
1967-07-01,15,1268
1967-07-01,15.5,1868
1967-07-01,16,2268
1967-07-01,16.5,2585
1967-07-01,17,4642
1967-07-01,17.5,2731
1967-07-01,18,3134
1967-07-01,18.5,1381
1967-07-01,19,1578
1967-07-01,19.5,1949
1967-07-01,20,1140
1967-07-01,20.5,657
1967-07-01,21,1024
1967-07-01,21.5,1106
1967-07-01,22,173
1967-08-01,0.5,1
1967-08-01,8,5
1967-08-01,8.5,27
1967-08-01,9,105
1967-08-01,9.5,379
1967-08-01,10,957
1967-08-01,10.5,1926
1967-08-01,11,2389
1967-08-01,11.5,1526
1967-08-01,12,474
1967-08-01,12.5,277
1967-08-01,13,320
1967-08-01,13.5,842
1967-08-01,14,928
1967-08-01,14.5,1392
1967-08-01,15,1416
1967-08-01,15.5,1666
1967-08-01,16,2522
1967-08-01,16.5,2853
1967-08-01,17,6581
1967-08-01,17.5,2869
1967-08-01,18,2382
1967-08-01,18.5,1021
1967-08-01,19,640
1967-08-01,19.5,1377
1967-08-01,20,1046
1967-08-01,20.5,1233
1967-08-01,21,1955
1967-08-01,21.5,1061
1967-08-01,22,163
1967-08-01,22.5,2
1967-08-01,23,3
1967-09-01,8.5,27
1967-09-01,9,88
1967-09-01,9.5,316
1967-09-01,10,980
1967-09-01,10.5,1696
1967-09-01,11,2501
1967-09-01,11.5,1909
1967-09-01,12,561
1967-09-01,12.5,269
1967-09-01,13,338
1967-09-01,13.5,437
1967-09-01,14,778
1967-09-01,14.5,985
1967-09-01,15,1410
1967-09-01,15.5,2198
1967-09-01,16,3314
1967-09-01,16.5,2392
1967-09-01,17,5447
1967-09-01,17.5,3731
1967-09-01,18,2612
1967-09-01,18.5,1208
1967-09-01,19,1413
1967-09-01,19.5,1573
1967-09-01,20,1185
1967-09-01,20.5,956
1967-09-01,21,1977
1967-09-01,21.5,803
1967-09-01,22,171
1967-09-01,22.5,8
1967-10-01,7.5,4
1967-10-01,8,6
1967-10-01,8.5,70
1967-10-01,9,236
1967-10-01,9.5,487
1967-10-01,10,2364
1967-10-01,10.5,2888
1967-10-01,11,4525
1967-10-01,11.5,3792
1967-10-01,12,1350
1967-10-01,12.5,575
1967-10-01,13,1898
1967-10-01,13.5,1110
1967-10-01,14,1787
1967-10-01,14.5,1710
1967-10-01,15,2615
1967-10-01,15.5,4410
1967-10-01,16,5209
1967-10-01,16.5,3111
1967-10-01,17,9380
1967-10-01,17.5,4591
1967-10-01,18,2928
1967-10-01,18.5,1539
1967-10-01,19,1105
1967-10-01,19.5,1547
1967-10-01,20,1220
1967-10-01,20.5,528
1967-10-01,21,2017
1967-10-01,21.5,886
1967-10-01,22,160
1967-10-01,22.5,15
1967-11-01,8.5,22
1967-11-01,9,170
1967-11-01,9.5,530
1967-11-01,10,1070
1967-11-01,10.5,1887
1967-11-01,11,2601
1967-11-01,11.5,2715
1967-11-01,12,907
1967-11-01,12.5,447
1967-11-01,13,523
1967-11-01,13.5,526
1967-11-01,14,1153
1967-11-01,14.5,1017
1967-11-01,15,664
1967-11-01,15.5,1522
1967-11-01,16,2129
1967-11-01,16.5,2011
1967-11-01,17,5564
