"month","lat","n"
1970-05-01,20.5,15
1970-05-01,21,2
1970-05-01,23.5,1
1970-06-01,8.5,6
1970-06-01,9,347
1970-06-01,9.5,598
1970-06-01,10,1266
1970-06-01,10.5,1832
1970-06-01,11,1732
1970-06-01,11.5,1352
1970-06-01,12,1059
1970-06-01,12.5,228
1970-06-01,13,361
1970-06-01,13.5,239
1970-06-01,14,799
1970-06-01,14.5,683
1970-06-01,15,562
1970-06-01,15.5,1095
1970-06-01,16,1094
1970-06-01,16.5,1302
1970-06-01,17,1011
1970-06-01,17.5,121
1970-06-01,18,123
1970-06-01,18.5,104
1970-06-01,19,66
1970-06-01,19.5,22
1970-06-01,20,33
1970-06-01,20.5,11
1970-06-01,21,11
1970-07-01,8.5,3
1970-07-01,9,245
1970-07-01,9.5,779
1970-07-01,10,1187
1970-07-01,10.5,1420
1970-07-01,11,1797
1970-07-01,11.5,1754
1970-07-01,12,1315
1970-07-01,12.5,371
1970-07-01,13,417
1970-07-01,13.5,332
1970-07-01,14,850
1970-07-01,14.5,857
1970-07-01,15,624
1970-07-01,15.5,1893
1970-07-01,16,1427
1970-07-01,16.5,2246
1970-07-01,17,1211
1970-07-01,17.5,144
1970-07-01,18,103
1970-07-01,18.5,61
1970-07-01,19,28
1970-07-01,19.5,13
1970-07-01,20,18
1970-07-01,20.5,21
1970-07-01,21,4
1970-08-01,8.5,11
1970-08-01,9,174
1970-08-01,9.5,762
1970-08-01,10,758
1970-08-01,10.5,1229
1970-08-01,11,1932
1970-08-01,11.5,1696
1970-08-01,12,728
1970-08-01,12.5,348
1970-08-01,13,351
1970-08-01,13.5,160
1970-08-01,14,785
1970-08-01,14.5,608
1970-08-01,15,670
1970-08-01,15.5,1166
1970-08-01,16,1207
1970-08-01,16.5,2125
1970-08-01,17,933
1970-08-01,17.5,129
1970-08-01,18,100
1970-08-01,18.5,44
1970-08-01,19,19
1970-08-01,19.5,13
1970-08-01,20,37
1970-08-01,20.5,17
1970-08-01,21,8
1970-09-01,8.5,6
1970-09-01,9,251
1970-09-01,9.5,339
1970-09-01,10,685
1970-09-01,10.5,869
1970-09-01,11,2074
1970-09-01,11.5,1917
1970-09-01,12,1074
1970-09-01,12.5,297
1970-09-01,13,259
1970-09-01,13.5,124
1970-09-01,14,516
1970-09-01,14.5,539
1970-09-01,15,789
1970-09-01,15.5,936
1970-09-01,16,1023
1970-09-01,16.5,2170
1970-09-01,17,871
1970-09-01,17.5,93
1970-09-01,18,80
1970-09-01,18.5,13
1970-09-01,19,7
1970-09-01,19.5,5
1970-09-01,20,9
1970-09-01,20.5,9
1970-09-01,21,1
1970-10-01,8,4
1970-10-01,8.5,3
1970-10-01,9,114
1970-10-01,9.5,381
1970-10-01,10,719
1970-10-01,10.5,772
1970-10-01,11,1586
1970-10-01,11.5,1553
1970-10-01,12,654
1970-10-01,12.5,186
1970-10-01,13,154
1970-10-01,13.5,117
1970-10-01,14,358
1970-10-01,14.5,317
1970-10-01,15,288
1970-10-01,15.5,493
1970-10-01,16,626
1970-10-01,16.5,630
1970-10-01,17,360
1970-10-01,17.5,111
1970-10-01,18,81
1970-10-01,21,4
1970-11-01,8.5,20
1970-11-01,9,212
1970-11-01,9.5,197
1970-11-01,10,561
1970-11-01,10.5,787
1970-11-01,11,946
1970-11-01,11.5,1521
1970-11-01,12,706
1970-11-01,12.5,210
1970-11-01,13,84
1970-11-01,13.5,117
1970-11-01,14,302
1970-11-01,14.5,152
1970-11-01,15,391
1970-11-01,15.5,581
1970-11-01,16,542
1970-11-01,16.5,713
1970-11-01,17,205
1970-11-01,17.5,278
1970-11-01,18,94
1970-11-01,18.5,3
1970-11-01,19.5,2
1970-12-01,8.5,3
1970-12-01,9,161
1970-12-01,9.5,938
1970-12-01,10,523
1970-12-01,10.5,640
1970-12-01,11,695
1970-12-01,11.5,1327
1970-12-01,12,819
1970-12-01,12.5,114
1970-12-01,13,125
1970-12-01,13.5,80
1970-12-01,14,226
1970-12-01,14.5,198
1970-12-01,15,377
1970-12-01,15.5,457
1970-12-01,16,594
1970-12-01,16.5,1160
1970-12-01,17,427
1970-12-01,17.5,97
1970-12-01,18,33
1970-12-01,19,2
1970-12-01,19.5,2
1970-12-01,20,1
1971-01-01,9,59
1971-01-01,9.5,748
1971-01-01,10,592
1971-01-01,10.5,223
1971-01-01,11,290
1971-01-01,11.5,621
1971-01-01,12,209
1971-01-01,12.5,82
1971-01-01,13,72
1971-01-01,13.5,52
1971-01-01,14,352
1971-01-01,14.5,169
1971-01-01,15,318
1971-01-01,15.5,392
1971-01-01,16,463
1971-01-01,16.5,635
1971-01-01,17,295
1971-01-01,17.5,10
1971-01-01,18,4
1971-01-01,19,3
1971-01-01,19.5,6
1971-01-01,20,2
1971-01-01,20.5,2
1971-02-01,9,119
1971-02-01,9.5,437
1971-02-01,10,531
1971-02-01,10.5,218
1971-02-01,11,200
1971-02-01,11.5,263
1971-02-01,12,254
1971-02-01,12.5,73
1971-02-01,13,64
1971-02-01,13.5,69
1971-02-01,14,253
1971-02-01,14.5,333
1971-02-01,15,266
1971-02-01,15.5,412
1971-02-01,16,739
1971-02-01,16.5,1365
1971-02-01,17,635
1971-02-01,17.5,118
1971-02-01,18.5,2
1971-02-01,19.5,16
1971-02-01,20,3
1971-03-01,8.5,9
1971-03-01,9,95
1971-03-01,9.5,402
1971-03-01,10,496
1971-03-01,10.5,303
1971-03-01,11,234
1971-03-01,11.5,169
1971-03-01,12,168
1971-03-01,12.5,116
1971-03-01,13,58
1971-03-01,13.5,299
1971-03-01,14,129
1971-03-01,14.5,645
1971-03-01,15,352
1971-03-01,15.5,670
1971-03-01,16,780
1971-03-01,16.5,6096
1971-03-01,17,1368
1971-03-01,17.5,227
1971-03-01,18,2
1971-04-01,8,2
1971-04-01,8.5,3
1971-04-01,9,163
1971-04-01,9.5,358
1971-04-01,10,544
1971-04-01,10.5,314
1971-04-01,11,209
1971-04-01,11.5,56
1971-04-01,12,85
1971-04-01,12.5,13
1971-04-01,13,117
1971-04-01,13.5,429
1971-04-01,14,417
1971-04-01,14.5,1354
1971-04-01,15,354
1971-04-01,15.5,413
1971-04-01,16,994
1971-04-01,16.5,2722
1971-04-01,17,656
1971-04-01,17.5,23
1971-04-01,18,4
1971-04-01,18.5,2
1971-04-01,19,8
1971-04-01,19.5,17
1971-05-01,8,2
1971-05-01,9,94
1971-05-01,9.5,242
1971-05-01,10,583
1971-05-01,10.5,445
1971-05-01,11,270
1971-05-01,11.5,146
1971-05-01,12,109
1971-05-01,12.5,39
1971-05-01,13,46
1971-05-01,13.5,327
1971-05-01,14,145
1971-05-01,14.5,301
1971-05-01,15,374
1971-05-01,15.5,254
1971-05-01,16,581
1971-05-01,16.5,1611
1971-05-01,17,523
1971-05-01,17.5,12
1971-05-01,18,10
1971-05-01,19,2
1971-05-01,19.5,15
1971-06-01,8.5,3
1971-06-01,9,74
1971-06-01,9.5,295
1971-06-01,10,485
1971-06-01,10.5,360
1971-06-01,11,218
1971-06-01,11.5,133
1971-06-01,12,125
1971-06-01,12.5,100
1971-06-01,13,84
1971-06-01,13.5,82
1971-06-01,14,201
1971-06-01,14.5,542
1971-06-01,15,206
1971-06-01,15.5,129
1971-06-01,16,565
1971-06-01,16.5,888
1971-06-01,17,957
1971-06-01,17.5,6
1971-06-01,19.5,13
1971-07-01,8.5,5
1971-07-01,9,99
1971-07-01,9.5,457
1971-07-01,10,432
1971-07-01,10.5,542
1971-07-01,11,239
1971-07-01,11.5,238
1971-07-01,12,237
1971-07-01,12.5,55
1971-07-01,13,130
1971-07-01,13.5,59
1971-07-01,14,273
1971-07-01,14.5,89
1971-07-01,15,200
1971-07-01,15.5,393
1971-07-01,16,642
1971-07-01,16.5,716
1971-07-01,17,846
1971-07-01,17.5,10
1971-07-01,19,3
1971-07-01,19.5,7
1971-07-01,20.5,7
1971-07-01,22,2
1971-08-01,8.5,14
1971-08-01,9,232
1971-08-01,9.5,199
1971-08-01,10,544
1971-08-01,10.5,586
1971-08-01,11,400
1971-08-01,11.5,369
1971-08-01,12,173
1971-08-01,12.5,54
1971-08-01,13,125
1971-08-01,13.5,26
1971-08-01,14,336
1971-08-01,14.5,204
1971-08-01,15,220
1971-08-01,15.5,347
1971-08-01,16,459
1971-08-01,16.5,1309
1971-08-01,17,1270
1971-08-01,17.5,4
1971-08-01,18,2
1971-08-01,19.5,8
1971-09-01,8.5,10
1971-09-01,9,63
1971-09-01,9.5,568
1971-09-01,10,709
1971-09-01,10.5,596
1971-09-01,11,410
1971-09-01,11.5,401
1971-09-01,12,257
1971-09-01,12.5,156
1971-09-01,13,91
1971-09-01,13.5,66
1971-09-01,14,266
1971-09-01,14.5,121
1971-09-01,15,227
1971-09-01,15.5,404
1971-09-01,16,302
1971-09-01,16.5,718
1971-09-01,17,1048
1971-09-01,17.5,139
1971-09-01,18,7
1971-09-01,19.5,9
1971-09-01,20,3
1971-09-01,20.5,3
1971-10-01,9,43
1971-10-01,9.5,338
1971-10-01,10,422
1971-10-01,10.5,508
1971-10-01,11,229
1971-10-01,11.5,1661
1971-10-01,12,357
1971-10-01,12.5,111
1971-10-01,13,64
1971-10-01,13.5,55
1971-10-01,14,313
1971-10-01,14.5,160
1971-10-01,15,103
1971-10-01,15.5,120
1971-10-01,16,194
1971-10-01,16.5,163
1971-10-01,17,211
1971-10-01,17.5,24
1971-10-01,18,7
1971-10-01,19.5,6
1971-11-01,8.5,8
1971-11-01,9,122
1971-11-01,9.5,344
1971-11-01,10,463
1971-11-01,10.5,600
1971-11-01,11,312
1971-11-01,11.5,411
1971-11-01,12,147
1971-11-01,12.5,29
1971-11-01,13,14
1971-11-01,13.5,211
1971-11-01,14,143
1971-11-01,14.5,216
1971-11-01,15,93
1971-11-01,15.5,133
1971-11-01,16,135
1971-11-01,16.5,289
1971-11-01,17,265
1971-11-01,17.5,42
1971-11-01,18.5,8
1971-11-01,19,4
1971-11-01,19.5,35
1971-12-01,8.5,8
1971-12-01,9,195
1971-12-01,9.5,350
1971-12-01,10,302
1971-12-01,10.5,664
1971-12-01,11,82
1971-12-01,11.5,170
1971-12-01,12,192
1971-12-01,12.5,10
1971-12-01,13,11
1971-12-01,13.5,85
1971-12-01,14,238
1971-12-01,14.5,373
1971-12-01,15,28
1971-12-01,15.5,84
1971-12-01,16,158
1971-12-01,16.5,257
1971-12-01,17,284
1971-12-01,17.5,525
1971-12-01,18,82
1971-12-01,18.5,12
1971-12-01,19,41
1971-12-01,19.5,42
1971-12-01,20,13
1971-12-01,20.5,7
1971-12-01,21,2
1972-01-01,8,6
1972-01-01,8.5,3
1972-01-01,9,227
1972-01-01,9.5,535
1972-01-01,10,297
1972-01-01,10.5,641
1972-01-01,11,504
1972-01-01,11.5,455
1972-01-01,12,176
1972-01-01,12.5,11
1972-01-01,13,46
1972-01-01,13.5,146
1972-01-01,14,277
1972-01-01,14.5,410
1972-01-01,15,115
1972-01-01,15.5,169
1972-01-01,16,181
1972-01-01,16.5,403
1972-01-01,17,207
1972-01-01,17.5,53
1972-01-01,18,4
1972-01-01,19,32
1972-01-01,19.5,59
1972-01-01,20,2
1972-01-01,20.5,2
1972-01-01,21,2
1972-02-01,8.5,2
1972-02-01,9,87
1972-02-01,9.5,554
1972-02-01,10,337
1972-02-01,10.5,475
1972-02-01,11,394
1972-02-01,11.5,464
1972-02-01,12,112
1972-02-01,12.5,31
1972-02-01,13,33
1972-02-01,13.5,107
1972-02-01,14,518
1972-02-01,14.5,781
1972-02-01,15,212
1972-02-01,15.5,297
1972-02-01,16,680
1972-02-01,16.5,852
1972-02-01,17,315
1972-02-01,17.5,52
1972-02-01,18,4
1972-02-01,19,11
1972-02-01,19.5,67
1972-03-01,8.5,3
1972-03-01,9,193
1972-03-01,9.5,509
1972-03-01,10,357
1972-03-01,10.5,426
1972-03-01,11,353
1972-03-01,11.5,444
1972-03-01,12,165
1972-03-01,12.5,11
1972-03-01,13,92
1972-03-01,13.5,29
1972-03-01,14,287
1972-03-01,14.5,1121
1972-03-01,15,116
1972-03-01,15.5,241
1972-03-01,16,280
1972-03-01,16.5,1012
1972-03-01,17,181
1972-03-01,17.5,60
1972-03-01,18,26
1972-03-01,18.5,16
1972-03-01,19,50
1972-03-01,19.5,13
1972-04-01,8.5,4
1972-04-01,9,100
1972-04-01,9.5,738
1972-04-01,10,404
1972-04-01,10.5,1492
1972-04-01,11,622
1972-04-01,11.5,5532
1972-04-01,12,1498
1972-04-01,12.5,52
1972-04-01,13,43
1972-04-01,13.5,48
1972-04-01,14,764
1972-04-01,14.5,3690
1972-04-01,15,363
1972-04-01,15.5,717
1972-04-01,16,357
1972-04-01,16.5,3476
1972-04-01,17,2853
1972-04-01,17.5,328
1972-04-01,18,492
1972-04-01,18.5,259
1972-04-01,19,149
1972-04-01,19.5,140
1972-04-01,20,167
1972-04-01,20.5,18
1972-04-01,21,163
1972-04-01,21.5,11
1972-05-01,8,4
1972-05-01,9,45
1972-05-01,9.5,918
1972-05-01,10,681
1972-05-01,10.5,2223
1972-05-01,11,1109
1972-05-01,11.5,5670
1972-05-01,12,1095
1972-05-01,12.5,75
1972-05-01,13,95
1972-05-01,13.5,149
1972-05-01,14,987
1972-05-01,14.5,3981
1972-05-01,15,348
1972-05-01,15.5,1053
1972-05-01,16,647
1972-05-01,16.5,6484
1972-05-01,17,3214
1972-05-01,17.5,1099
1972-05-01,18,1099
1972-05-01,18.5,1059
1972-05-01,19,1000
1972-05-01,19.5,689
1972-05-01,20,441
1972-05-01,20.5,288
1972-05-01,21,565
1972-05-01,21.5,68
1972-05-01,22,23
1972-05-01,22.5,4
1972-05-01,24,2
1972-06-01,6.5,2
1972-06-01,8.5,2
1972-06-01,9,48
1972-06-01,9.5,1008
1972-06-01,10,443
1972-06-01,10.5,1456
1972-06-01,11,2253
1972-06-01,11.5,3219
1972-06-01,12,1486
1972-06-01,12.5,201
1972-06-01,13,183
1972-06-01,13.5,153
1972-06-01,14,2095
1972-06-01,14.5,1816
1972-06-01,15,186
1972-06-01,15.5,746
1972-06-01,16,774
1972-06-01,16.5,6262
1972-06-01,17,2186
1972-06-01,17.5,1758
1972-06-01,18,1775
1972-06-01,18.5,1609
1972-06-01,19,1477
1972-06-01,19.5,671
1972-06-01,20,293
1972-06-01,20.5,336
1972-06-01,21,618
1972-06-01,21.5,242
1972-06-01,22,46
1972-06-01,22.5,4
1972-06-01,23.5,2
1972-07-01,7.5,2
1972-07-01,8,2
1972-07-01,8.5,4
1972-07-01,9,71
1972-07-01,9.5,721
1972-07-01,10,668
1972-07-01,10.5,2242
1972-07-01,11,1164
1972-07-01,11.5,2261
1972-07-01,12,1318
1972-07-01,12.5,227
1972-07-01,13,201
1972-07-01,13.5,134
1972-07-01,14,323
1972-07-01,14.5,1867
1972-07-01,15,143
1972-07-01,15.5,621
1972-07-01,16,660
1972-07-01,16.5,5293
1972-07-01,17,4540
1972-07-01,17.5,1755
1972-07-01,18,1580
1972-07-01,18.5,1197
1972-07-01,19,1295
1972-07-01,19.5,529
1972-07-01,20,661
1972-07-01,20.5,642
1972-07-01,21,965
1972-07-01,21.5,139
1972-07-01,22,17
1972-07-01,22.5,8
1972-07-01,23,3
1972-08-01,8,5
1972-08-01,8.5,6
1972-08-01,9,32
1972-08-01,9.5,500
1972-08-01,10,708
1972-08-01,10.5,2064
1972-08-01,11,2424
1972-08-01,11.5,2142
1972-08-01,12,653
1972-08-01,12.5,273
1972-08-01,13,234
1972-08-01,13.5,137
1972-08-01,14,357
1972-08-01,14.5,1488
1972-08-01,15,54
1972-08-01,15.5,1603
1972-08-01,16,873
1972-08-01,16.5,4366
1972-08-01,17,4678
1972-08-01,17.5,1980
1972-08-01,18,2280
1972-08-01,18.5,2091
1972-08-01,19,1625
1972-08-01,19.5,763
1972-08-01,20,358
1972-08-01,20.5,528
1972-08-01,21,517
1972-08-01,21.5,109
1972-08-01,22,6
1972-08-01,22.5,2
1972-08-01,23.5,2
1972-09-01,8,5
1972-09-01,9,46
1972-09-01,9.5,510
1972-09-01,10,781
1972-09-01,10.5,1792
1972-09-01,11,1520
1972-09-01,11.5,1760
1972-09-01,12,120
1972-09-01,12.5,127
1972-09-01,13,54
1972-09-01,13.5,133
1972-09-01,14,1092
1972-09-01,14.5,668
1972-09-01,15,964
1972-09-01,15.5,868
1972-09-01,16,651
1972-09-01,16.5,2347
1972-09-01,17,3011
1972-09-01,17.5,1925
1972-09-01,18,1194
1972-09-01,18.5,1443
1972-09-01,19,1419
1972-09-01,19.5,806
1972-09-01,20,497
1972-09-01,20.5,503
1972-09-01,21,766
1972-09-01,21.5,531
1972-09-01,22,26
1972-10-01,8,4
1972-10-01,9,20
1972-10-01,9.5,470
1972-10-01,10,940
1972-10-01,10.5,1618
1972-10-01,11,4537
1972-10-01,11.5,1234
1972-10-01,12,190
1972-10-01,12.5,57
1972-10-01,13,72
1972-10-01,13.5,382
1972-10-01,14,964
1972-10-01,14.5,1598
1972-10-01,15,907
1972-10-01,15.5,704
1972-10-01,16,1098
1972-10-01,16.5,2012
1972-10-01,17,2273
1972-10-01,17.5,1934
1972-10-01,18,1415
1972-10-01,18.5,1083
1972-10-01,19,926
1972-10-01,19.5,592
1972-10-01,20,215
1972-10-01,20.5,383
1972-10-01,21,414
1972-10-01,21.5,540
1972-10-01,22,82
1972-10-01,22.5,8
1972-10-01,24,2
1972-10-01,24.5,2
1972-11-01,9,82
1972-11-01,9.5,568
1972-11-01,10,805
1972-11-01,10.5,2029
1972-11-01,11,3468
1972-11-01,11.5,1703
1972-11-01,12,197
1972-11-01,12.5,48
1972-11-01,13,62
1972-11-01,13.5,229
1972-11-01,14,1503
1972-11-01,14.5,902
1972-11-01,15,435
1972-11-01,15.5,928
1972-11-01,16,1250
1972-11-01,16.5,1856
1972-11-01,17,3186
1972-11-01,17.5,2103
1972-11-01,18,1323
1972-11-01,18.5,864
1972-11-01,19,1039
1972-11-01,19.5,896
1972-11-01,20,82
1972-11-01,20.5,4
1972-11-01,24,2
1972-12-01,9,64
1972-12-01,9.5,317
1972-12-01,10,838
1972-12-01,10.5,1865
1972-12-01,11,2345
1972-12-01,11.5,1572
1972-12-01,12,173
1972-12-01,12.5,137
1972-12-01,13,44
1972-12-01,13.5,260
1972-12-01,14,1403
1972-12-01,14.5,1123
1972-12-01,15,469
1972-12-01,15.5,772
1972-12-01,16,919
1972-12-01,16.5,1654
1972-12-01,17,2191
1972-12-01,17.5,1233
1972-12-01,18,579
1972-12-01,18.5,236
1972-12-01,19,512
1972-12-01,19.5,614
1972-12-01,20,184
1972-12-01,20.5,98
1972-12-01,21,1445
1972-12-01,21.5,635
1972-12-01,22,26
1973-01-01,8.5,2
1973-01-01,9,69
1973-01-01,9.5,538
1973-01-01,10,877
1973-01-01,10.5,1514
1973-01-01,11,2576
1973-01-01,11.5,1875
1973-01-01,12,325
1973-01-01,12.5,60
1973-01-01,13,61
1973-01-01,13.5,221
1973-01-01,14,1327
1973-01-01,14.5,2249
1973-01-01,15,835
1973-01-01,15.5,1631
1973-01-01,16,1051
1973-01-01,16.5,1223
1973-01-01,17,2006
1973-01-01,17.5,1070
1973-01-01,18,726
1973-01-01,18.5,500
1973-01-01,19,384
1973-01-01,19.5,275
1973-01-01,20,135
1973-01-01,20.5,2
